"Address","Total Volume","Total Transfer","Total Ditto Bought","Total Ditto Sold","From Block","To Block"
"0x5326cF2E960E77F9a09986A6F2A2ad3A7D1AeE12","375541.51378799696","125180.504595999","125180.504595999","125180.504595999","5,107,001","5,112,000"
"0xef26D0C112c14B3B1E24363b6A08CaD67Fe4283c","64457.425319677","43702.550851858","20754.874467819","0","5,107,001","5,112,000"
"0x20bCC3b8a0091dDac2d0BC30F68E6CBb97de59Cd","31233.833507633","0","0","31233.833507633","5,107,001","5,112,000"
"0x0D3CAE1ff719D6A2aC0Fcd7Cd22F599caC64B6EC","26151.923797958","0","26151.923797958","0","5,107,001","5,112,000"
"0x72c29B863fAafcbFE1Db1A195c129BA8dC8e7e00","11031.116771403","11031.116771403","0","0","5,107,001","5,112,000"
"0x2a5F4D26a02099aDD722466658727C4457790c35","8666.278390301999","4333.115080786","4333.163309516","0","5,107,001","5,112,000"
"0x22736A161d9A9d7733F72B6e6520B3594a421fC3","8102.780135483","8102.780135483","0","0","5,107,001","5,112,000"
"0x5C3EC87Ac7903817AB377692926E81aCea6c6673","6823.805327572","3675.5424154370003","3148.262912135","0","5,107,001","5,112,000"
"0x62c86Ea81F2dbC4De0328b3417dDEA8D62E97cBf","6683.668287736","0","6683.668287736","0","5,107,001","5,112,000"
"0xDa2eE83B6A9Ce5426E1661Cfd747eAE51fFD5083","5038.120564126","0","5038.120564126","0","5,107,001","5,112,000"
"0x21A98a1da4850EF7cB053881250fCBB4Ed6CF11C","5000","5000","0","0","5,107,001","5,112,000"
"0x4817D574bdBA24A3a8302a747e514C6E1a2e98eF","4746.895224694","4746.895224694","0","0","5,107,001","5,112,000"
"0xcF882a5D80287BB29eF60C90D52c8F6660Be8Ce7","4692.705351748","0","4692.705351748","0","5,107,001","5,112,000"
"0x606b48D6b2F4B168f99e1Bd47B382c8e403f15bA","4287.746460292","4287.746460292","0","0","5,107,001","5,112,000"
"0x1419CAE6ac4d8F2dDA846f994D5a318b66b66C9D","4000","2000","2000","0","5,107,001","5,112,000"
"0x4C84f3d5Ef831eE422c68a48AEe1Bcc8f25034a9","3805.8431027340002","0","3805.8431027340002","0","5,107,001","5,112,000"
"0x393d1D472344fb67db26a3d8e575e671C014B1F3","3524.0360883000003","295.176682086","3228.859406214","0","5,107,001","5,112,000"
"0x9613EAD11BA43dB9c39897F308A5c51D0C8C95B4","2928.348695989","2928.348695989","0","0","5,107,001","5,112,000"
"0xE32e7dED48BfD043FEB800702821366562Ab6595","2375.8529776","1152.452148223","1223.400829377","0","5,107,001","5,112,000"
"0x2E8DCd1364fEdfcb4EB2d97ED22522CEcde03C4e","2112.546389157","2112.546389157","0","0","5,107,001","5,112,000"
"0x5a0c71a74ed6A89a4B59575c9dF4EaFd852fB2D9","2009.696634525","0","2009.696634525","0","5,107,001","5,112,000"
"0x57699fbB981b6fdd3a2B7d20e5eDB8714B898D8F","2000","1000","1000","0","5,107,001","5,112,000"
"0x97565F965e5fB10787bC065db78d9faEe3667511","1995.777928923","997.888964462","997.888964461","0","5,107,001","5,112,000"
"0xe9856510d52A7C97086d7d322b6c7375140769E9","1734.367081833","0","1734.367081833","0","5,107,001","5,112,000"
"0x031F7067369eA3aA9C2d0885F5a2905D60f41949","1497.998118018","748.999059009","748.999059009","0","5,107,001","5,112,000"
"0x3261c62176a468A1D3CAa536699Ae24dd7509108","1470.424192355","1470.424192355","0","0","5,107,001","5,112,000"
"0x43C769dE25d6FF3E4e8ec5Ed7AaC0A07989dA329","1361.221051227","0","1361.221051227","0","5,107,001","5,112,000"
"0x0392640818C85f58965659d0051a1Af3d38F0e75","1340.344725931","0","1340.344725931","0","5,107,001","5,112,000"
"0x5f583ab52085018270412dC1Af7CFadd5F636dE6","1238.776297919","0","1238.776297919","0","5,107,001","5,112,000"
"0xb40313DE3A069d1A35eDcC4F8CA0B501736c848A","1189.880758593","1189.880758593","0","0","5,107,001","5,112,000"
"0x4A408450896C38ec4C42b572D4478Af50F598830","1153.23308696","0","1153.23308696","0","5,107,001","5,112,000"
"0xC82BA62DdC0906E65DdE7e4c94BB61A42a31160d","1070.642596923","1070.642596923","0","0","5,107,001","5,112,000"
