"Address","Total Volume","Total Transfer","Total Ditto Bought","Total Ditto Sold","From Block","To Block"
"0x5C28C9B410049A905e4fb454a663BAb06a927CCD","815071.012060167","271690.337353389","271690.337353389","271690.337353389","5,017,675","5,027,127"
"0x79272128B1961DF2B173F73aAC1Ad84Ed94E1311","219226.061970456","219226.061970456","0","0","5,017,675","5,027,127"
"0x682a95BAf52FFAa699b6a644222ad5073C3bbD05","110211.13744820701","0","110211.13744820701","0","5,017,675","5,027,127"
"0xc3A1C411b7B895997cc37Eec950Cf5026C6016c7","64716.559738242","64716.559738242","0","0","5,017,675","5,027,127"
"0x0115D6fBaC68094082329d1A42E11EE23e359Dc6","64587.010843758995","32587.010843759","32000","0","5,017,675","5,027,127"
"0x20bCC3b8a0091dDac2d0BC30F68E6CBb97de59Cd","48389.980425534995","0","0","48389.980425534995","5,017,675","5,027,127"
"0x40b7f6A6552050D18Ca2e15Ff43eA53E9744269E","44490.64263267","22284.831594075","22205.811038595","0","5,017,675","5,027,127"
"0x7c47cf5597aF0B91ead5F318cCf1d2c31FF93DBa","32856.823353149","25233.110674939","7623.71267821","0","5,017,675","5,027,127"
"0xDa2eE83B6A9Ce5426E1661Cfd747eAE51fFD5083","26194.176669619002","12702.700791473","13491.475878146","0","5,017,675","5,027,127"
"0x72c29B863fAafcbFE1Db1A195c129BA8dC8e7e00","25952.569497992","13007.660839886","12944.908658106","0","5,017,675","5,027,127"
"0x8dFc298C549aC38F208508bB9fBC0373d45dE502","24683.301210479003","15297.256133455001","9386.045077024","0","5,017,675","5,027,127"
"0xA4543DD9283099195aDd92254fAbc5a0b1d16cD9","24225.941884464002","0","24225.941884464002","0","5,017,675","5,027,127"
"0x70A8CdF9bafa57AfC6C5e439A828Aa4108F95cF1","22016.770722595","22016.770722595","0","0","5,017,675","5,027,127"
"0xf43731a92EcE86Bb8a7D200a8481D5BEE1A77bdB","20843.527592906","0","20843.527592906","0","5,017,675","5,027,127"
"0x72426DC5F0f4Aa17a382eA8D69Fee7986a64fD80","20000","20000","0","0","5,017,675","5,027,127"
"0x144C6600127B5F744A32C3C893Bf941D60dB8837","19664.317065258998","0","19664.317065258998","0","5,017,675","5,027,127"
"0x1EC594A869dc67d78Fabc33963D3c6A0ab017Dd6","17016.657460336","0","17016.657460336","0","5,017,675","5,027,127"
"0x892eF05fE8FD74b6B1dec6005Daab813cb34c3fC","16899.717811928","8662.894484632001","8236.823327296","0","5,017,675","5,027,127"
"0xDa60EEB5cCf8a088307a7CD829D808F9Ce8E0f4E","16829.597175655","0","16829.597175655","0","5,017,675","5,027,127"
"0x687cB19e80DdE3A3BfC7F2298732bb44EA2C83eE","16660.397438964","0","16660.397438964","0","5,017,675","5,027,127"
"0x6D47B707e40FA8C91B89B4b1A3d42759a4089ceE","16600","0","16600","0","5,017,675","5,027,127"
"0xD5765ed25e2a1486840ab3E3Da6FAfDA1337df5f","16113.300578196","8056.650289098","8056.650289098","0","5,017,675","5,027,127"
"0x3D774BD8Cd8fAA2404e6baAe0919cE98790FdB17","15000","7500","7500","0","5,017,675","5,027,127"
"0x5745e0EdBD721F0549E2Ef22100cb29a8E8C4aC9","14964.245970849","14964.245970849","0","0","5,017,675","5,027,127"
"0x2C46067620072957C426B4e8297E9c656eafeabb","14743.183603562","0","14743.183603562","0","5,017,675","5,027,127"
"0xA78B80E1Ae971F781819066fCC60D1A091449b07","14538.686808494","0","14538.686808494","0","5,017,675","5,027,127"
"0x0D944216235930C2d254BD9B87942E0eabf79473","13685.316140919","0","13685.316140919","0","5,017,675","5,027,127"
"0x7eba9220cF7c5A2bfa5C04B9108D71A550BD2d87","13500","13500","0","0","5,017,675","5,027,127"
"0xA2c38A5925162792c2559f455e5D8562Cbe778bF","12616.908013928","0","12616.908013928","0","5,017,675","5,027,127"
"0x0908527b4b0d52FFf2E32dC600666551Cf9C08E5","12434.247336666","0","12434.247336666","0","5,017,675","5,027,127"
"0xdca90927498cF66c2081Be5854bbB7d9E1cFA70c","12282.838630536","0","12282.838630536","0","5,017,675","5,027,127"
"0xA71F1c19a9e655D8f3E394d6E78193cB966e8fE2","12213","12213","0","0","5,017,675","5,027,127"
"0xBdAfc1c5903bcab5D3daE50CDB0F54178E36Fe61","12162.685241498999","5792","6370.685241499","0","5,017,675","5,027,127"
"0xD2d35F43eD710Ba948A3CC506442828e4bBa4787","10604.367447444","10604.367447444","0","0","5,017,675","5,027,127"
"0x1c58DEEf8c532304F1d90a1c03d73734aF55F2BA","10210.417540901","5105.208770451","5105.20877045","0","5,017,675","5,027,127"
"0x2e909729016eb1013a197e05210e35cE4435ABc4","10193.439006284","0","10193.439006284","0","5,017,675","5,027,127"
"0xb35B4337B9D7C94aCCD158708aB61519400b7A79","10000","10000","0","0","5,017,675","5,027,127"
"0x283c845D5BFB6935142FD283C449CAac8Bca509E","9944.9401458","4972.4700729","4972.4700729","0","5,017,675","5,027,127"
"0x2d9213d7e7913a6F1416Ea4856399f21A2dc2767","9806.940664856","4953.797662074","4853.143002782","0","5,017,675","5,027,127"
"0x727fc9016A0b5F719b5c58d7332D464dFf6B1011","9805.925137347","0","9805.925137347","0","5,017,675","5,027,127"
"0x33a197C37C8dC9D2D4dA6b70861631b53d00FD9C","9774.453305254001","16.706058447","9757.747246807001","0","5,017,675","5,027,127"
"0x03fF6c83226CDB10c7a42A2c54c67D63A135Ab69","9215.753773632001","0","0","9215.753773632001","5,017,675","5,027,127"
"0x6C7de01cC27104709f6204cEb547ec0d33BeCCae","8331.328573306","0","8331.328573306","0","5,017,675","5,027,127"
"0xE19E1F3b9ae6cC9cBF571b888c2975BAC9Fa333d","8251.301519397","3806.52227591","4444.779243487","0","5,017,675","5,027,127"
"0xB5Ab3996808c7e489DCDc0f1Af2AB212ae0059aF","8100.5","0","0","8100.5","5,017,675","5,027,127"
"0xef26D0C112c14B3B1E24363b6A08CaD67Fe4283c","8074.5","8074.5","0","0","5,017,675","5,027,127"
"0xD0788DBAD803Bd128bBbbed415D58C21B0a2b178","7500","7500","0","0","5,017,675","5,027,127"
"0x3C04BC2792c3644740d22e8FC39eEF8DF42dC22D","7499.865990474","3708.59474506","3791.2712454139996","0","5,017,675","5,027,127"
"0x718A518f40508e7a23eAe0d50b7A85683d30e12d","7188.287746276999","3595.470185624","3592.817560653","0","5,017,675","5,027,127"
"0x99CE2eC80940d03a30898421654A038E75ab54A8","6767.577125783","3763.2676457619996","3004.309480021","0","5,017,675","5,027,127"
"0x87AF893345E0EF1131BC6573E3E550dbED1F4064","6640.869940536","0","6640.869940536","0","5,017,675","5,027,127"
"0xBC417FF21C84Ae856fb6afC077556bb06832d182","6425.402897304","3068.050286333","3357.352610971","0","5,017,675","5,027,127"
"0x996b979741702C12D511152126309070DDED8039","6377.745600726","0","6377.745600726","0","5,017,675","5,027,127"
"0x4C28A64e8198718807033EB5Fa2306c9FC280cf1","6257.518609593","3128.759304797","3128.759304796","0","5,017,675","5,027,127"
"0x81eE1176ad31dD58EfeF903460C7660FF7326c5D","6044.598028562","3022.299014281","3022.299014281","0","5,017,675","5,027,127"
"0x36bB6eA14Bc12D32990eF1F2377B6dD65fC3F35e","6000","3000","3000","0","5,017,675","5,027,127"
"0xe4820A0d3cd2349016B2C7a959b036BE9cbA1097","6000","0","6000","0","5,017,675","5,027,127"
"0xb409C9A9081D7CD6d7253a90823e9100c17b0baB","5799.364746609001","2000","3799.364746609","0","5,017,675","5,027,127"
"0x1d98c454657280C561c0b880b81a69e1BAe38D1B","5745.965778285","4036.889544812","1709.076233473","0","5,017,675","5,027,127"
"0xC8f07685D541333698f94b49289a04596Fd93084","5683.113173225","2923.634230286","2759.478942939","0","5,017,675","5,027,127"
"0xCa7771FbA2fF1DD8D10e1AAAb589FD1CEFbf21A9","5215.674321873","0","5215.674321873","0","5,017,675","5,027,127"
"0xe409550E748cA1aA759a029B372E079AD5029341","5193.528727987","2250","2943.528727987","0","5,017,675","5,027,127"
"0x427efb4c5Fcf66Ce66b196DC636C2fd570A71885","5093.494547228","3217.066496918","1876.42805031","0","5,017,675","5,027,127"
"0x907E7fe9303875496Ca588a363a2e2684ee65FC7","5006.156939292","0","5006.156939292","0","5,017,675","5,027,127"
"0x99bd83031e57B4226a8E8a21c87fea05f5b2E992","4882.186355514999","2505.431284331","2376.755071184","0","5,017,675","5,027,127"
"0xDe0874a05183EadA654BA2B3A8134Cdf72924651","4658.18722426","0","4658.18722426","0","5,017,675","5,027,127"
"0xaCfCe49677d543285bef93247010c7Cd06aB145e","4607.377256768","0","4607.377256768","0","5,017,675","5,027,127"
"0x921dA5aa9dFe6A9Bfc4e3358E711252C49CcbE47","4420.163784156","0","4420.163784156","0","5,017,675","5,027,127"
"0x32426A860DE52566becEC3bC803D662b57433e1e","4351.355235627","4351.355235627","0","0","5,017,675","5,027,127"
"0xc0f5c01770EC484e1F224977de56ECD4370c9AC4","4326.376481016","2146.135313489","2180.241167527","0","5,017,675","5,027,127"
"0x5070a5B9C45567CA894D689294BBa23ccFf3f8d9","4201.584019676","4201.584019676","0","0","5,017,675","5,027,127"
"0x30859d95B45D0d08C510aB81b4e1b5810cB921EF","4097.273092318","0","4097.273092318","0","5,017,675","5,027,127"
"0x70D8929d04b60Af4fb9B58713eBcf18765aDE422","4094.779431869","0","0","4094.779431869","5,017,675","5,027,127"
"0x17E32FdB2c47B2e46245e3ad25228cd3FAff230f","4068.327689142","0","4068.327689142","0","5,017,675","5,027,127"
"0x07c45Ed24c9c2a6B88FA09DD572de545a87976ec","3890.523083127","1992.19309969","1898.329983437","0","5,017,675","5,027,127"
"0x085E323AC894F417f5Fc8c9C57Cd5d7779FF1574","3853.207118494","0","3853.207118494","0","5,017,675","5,027,127"
"0xA85EC8ba348Ff34aab659E842b5e05B4A38d7e83","3796.877285012","0","3796.877285012","0","5,017,675","5,027,127"
"0x512dAF3a6B8d1ec4306cF7Fc220a938eE9CF0a6d","3753.719062388","1876.85689662","1876.862165768","0","5,017,675","5,027,127"
"0x4F60E15fd691C29d92C789d0da267A7B24D46247","3605.769742744","0","3605.769742744","0","5,017,675","5,027,127"
"0x20e409C080e4925B53DAF25292391f4D204A44dB","3588.968308853","3588.968308853","0","0","5,017,675","5,027,127"
"0xB6f795142F4d5F0CFc4961A5e034d9d7463262D3","3553.692732495","0","3553.692732495","0","5,017,675","5,027,127"
"0xAccc3cB8D513D7965015351857b303eb5e507F36","3480","3480","0","0","5,017,675","5,027,127"
"0xFA18027C3201Fa33880091C74125Ed57BaF99f4c","3479.1443981540006","2436.5986900380003","1042.545708116","0","5,017,675","5,027,127"
"0x61D5bEe9D81e81887eDe75cb70078a514c02a132","3411.009239862","0","3411.009239862","0","5,017,675","5,027,127"
"0x62862D775daBbF259eb2965361e292ddB1650F4F","3391.37843039","1695.689215195","1695.689215195","0","5,017,675","5,027,127"
"0x9613EAD11BA43dB9c39897F308A5c51D0C8C95B4","3360.7881106100003","0","3360.7881106100003","0","5,017,675","5,027,127"
"0x534B8C6A65DA32Ae9f231398b8917f72D24A3C30","3314.089276253","0","3314.089276253","0","5,017,675","5,027,127"
"0xF2507a76fABb26a55f5f4C3E37f494a0E2c80cFd","3265.1941613199997","3265.1941613199997","0","0","5,017,675","5,027,127"
"0x9497f7a8f38a69CF260491a6ABf29417817B79A9","3146.3298575","1573.16492875","1573.16492875","0","5,017,675","5,027,127"
"0x031F7067369eA3aA9C2d0885F5a2905D60f41949","3132.89831122","1566.44915561","1566.44915561","0","5,017,675","5,027,127"
"0xC6adec59F4310B70cc83760Bec56b0E387699772","3090.330728988","0","3090.330728988","0","5,017,675","5,027,127"
"0xd7962856f3BFeDCeC2969d23285c94B21c92267c","3048.247043317","3048.247043317","0","0","5,017,675","5,027,127"
"0x82f504D655ec6dbA8d5eBbd0036a908A719A295f","3022.299014281","0","0","3022.299014281","5,017,675","5,027,127"
"0x9d201Bb5da57460496F0D94afd60a5A13A3231D9","3015.6440048269997","0","0","3015.6440048269997","5,017,675","5,027,127"
"0x4DC7e195677881AE106B1dea9B839B6a03b72F1D","2940.238280878","0","2940.238280878","0","5,017,675","5,027,127"
"0x07BAc4Fc42a87034f915b02AFA8F45Dbd5917B1e","2902.609563275","0","2902.609563275","0","5,017,675","5,027,127"
"0xE1845c8bc921e34Bb4d988Fdba356c56286bB151","2902.0440803","713.912803313","1474.218473674","713.912803313","5,017,675","5,027,127"
"0x80CC09b740C535e9067Fa7496bedeb513B3d1a44","2857.334501964","1000","1857.334501964","0","5,017,675","5,027,127"
