"Address","Total Volume","Total Transfer","Total Ditto Bought","Total Ditto Sold","From Block","To Block"
"0x355C1Cf73c2c1D0193B0Dac92863D5F254A3E83D","176972.29811524198","61091.10165346799","61078.69999895998","54802.496462814","4,678,000","4,726,000"
"0xC139e62e6e382Ec49fb4fa2C4ceeDe8219094295","45392.825660475995","22696.412830237998","22696.412830237998","0","4,678,000","4,726,000"
"0x470BC451810B312BBb1256f96B0895D95eA659B1","18052.870870478004","18052.870870478004","0","0","4,678,000","4,726,000"
"0x2b33dE263b615a2b8Acc0a6bFB55e4E67811f1cE","14512.059289469002","7284.965664401","7227.093625068001","0","4,678,000","4,726,000"
"0xB2a4584407bB58A02a4183D20A4fBC1dB4c55B92","12735.14718661","12735.14718661","0","0","4,678,000","4,726,000"
"0xeb83ca387489Af2C798928d38C84000446F7DC09","12177.100443979001","12177.100443979001","0","0","4,678,000","4,726,000"
"0x4191131cD452E9729546B79F9f4E00C12e1D1C22","9300.822661534","0","9300.822661534","0","4,678,000","4,726,000"
"0xF726f45b78FFB79c1B30E1cA5A923437AeA1E1e7","8450.591099637","4235.868043327","4214.72305631","0","4,678,000","4,726,000"
"0xFEE04b4f45B1cb7E5d0a747Dc842440F162f73f5","7991.013635212001","3995.5068176060004","3995.5068176060004","0","4,678,000","4,726,000"
"0x70D8929d04b60Af4fb9B58713eBcf18765aDE422","7666.878592175","0","0","7666.878592175","4,678,000","4,726,000"
"0x6Bb48ee6dC739Db470e29E3DCf0c3B34E94277dB","6150.577359382","2726.494700901","2829.597941414","594.484717067","4,678,000","4,726,000"
"0x48C66C89e2adAe75D2751cFC14F410a6bA4eE368","5466.407818626","0","5466.407818626","0","4,678,000","4,726,000"
"0x33279E8DF05fd4dCf24eCcF7EFbe460c8E352Ce6","4508","4508","0","0","4,678,000","4,726,000"
"0xcc4E31786A29DA13820C4CF179c021D50F17F1c2","4018.230927108","2009.115463554","2009.115463554","0","4,678,000","4,726,000"
"0x32c27790fc9598bc8C23C5ed0C1255115DeD3570","3873.372946805","0","3873.372946805","0","4,678,000","4,726,000"
"0xA5eDa5eBc2Fc162cbB6a8453C3aC87BC8Cdf034A","3692.106870943","0","3692.106870943","0","4,678,000","4,726,000"
"0xC82BA62DdC0906E65DdE7e4c94BB61A42a31160d","3109.176895404","1562.500249843","1546.676645561","0","4,678,000","4,726,000"
"0x20bCC3b8a0091dDac2d0BC30F68E6CBb97de59Cd","2972.76165709","0","0","2972.76165709","4,678,000","4,726,000"
"0x0fb10D74D4A63a496f3142A504507491fe7fDF9B","2905.065924174","0","2905.065924174","0","4,678,000","4,726,000"
"0x5cEf7fC7Ed69fE3F3B772f983D5C1eD54F36B1ef","2748.62845311","2748.62845311","0","0","4,678,000","4,726,000"
