"Address","Total Volume","Total Transfer","Total Ditto Bought","Total Ditto Sold","From Block","To Block"
"0x1F36E46a26d7eDF1c8792Deb4019018dd591B75d","43270.871401389006","14423.623800463001","14423.623800463001","14423.623800463001","4,534,000","4,629,999"
"0x807B26F44F31d2c4cf073DEb6D1B7B030Ad012F6","30363.47362751","15181.736813755","15181.736813755","0","4,534,000","4,629,999"
"0x76Dd75aA51a8CE2883dF44f6d6626789b6bc8eBf","29938.221030604","29938.221030604","0","0","4,534,000","4,629,999"
"0xE6EdEc6b534942627B147704EA4F4ef790976e5C","26102.818643976","13051.409321988","13051.409321988","0","4,534,000","4,629,999"
"0x02B6E5135Ca0CD269781f39e28f43173DDE7435c","24578.487733253998","12289.243866626999","12289.243866626999","0","4,534,000","4,629,999"
"0x89b93B44b1a5006738EaB59A2737ad9E142D5EC9","23381.868180007","21230.902778984","2150.965401023","0","4,534,000","4,629,999"
"0x20bCC3b8a0091dDac2d0BC30F68E6CBb97de59Cd","20470.370815802","0","0","20470.370815802","4,534,000","4,629,999"
"0xE1845c8bc921e34Bb4d988Fdba356c56286bB151","19161.331000000002","9580.665500000001","0","9580.665500000001","4,534,000","4,629,999"
"0xB2a4584407bB58A02a4183D20A4fBC1dB4c55B92","18359.043473538","9179.521739508","9179.52173403","0","4,534,000","4,629,999"
"0x826811e8b0674cd40B73d9E8De151436C6533278","17260.969284273","15114.36","2146.609284273","0","4,534,000","4,629,999"
"0xb57677FE25c35896560353467a9C78b97074755c","15803.561785958","7901.780892979","7901.780892979","0","4,534,000","4,629,999"
"0xb4eEf1e7c6E571D088e1B1e5b6DD7E2f66Bea1dD","15659.755201977","15659.755201977","0","0","4,534,000","4,629,999"
"0x48C66C89e2adAe75D2751cFC14F410a6bA4eE368","14596.208013893003","4886.064109038","9710.143904855002","0","4,534,000","4,629,999"
"0x470BC451810B312BBb1256f96B0895D95eA659B1","12105.651242672999","12105.651242672999","0","0","4,534,000","4,629,999"
"0x064d2AB56D277D5d3117858b060528778Dc176aC","10870.433497207001","7806.633592675001","3063.799904532","0","4,534,000","4,629,999"
"0xfd0315B6d5B8A2d8C73072FD105a285b1658A223","9851.325128671","9851.325128671","0","0","4,534,000","4,629,999"
"0xFEE04b4f45B1cb7E5d0a747Dc842440F162f73f5","9746.004755125998","4873.002377562999","4873.002377562999","0","4,534,000","4,629,999"
"0x8211d8CF743e011a2DE0ebea2DcCd44e897C4fe3","9539.477982793","4539.477982793","5000","0","4,534,000","4,629,999"
"0x05Ec756A9cd4554D95F59EB2a9D5a5Dd1c023e04","9019.407630017","9019.407630017","0","0","4,534,000","4,629,999"
"0x05a203503477f097a31844A003F9C9450765a5f2","8367.770385633","4209.802541985","4157.967843648","0","4,534,000","4,629,999"
"0x86CF7492DbFe2DDfA7A14624A8dC7C0192C5E83F","7125.77017181","3562.885085905","3562.885085905","0","4,534,000","4,629,999"
"0xe76f8cF164406F51201f21c5ed57a4EEcBB5b883","6279.451817344001","4199.224478470001","2080.227338874","0","4,534,000","4,629,999"
"0x33279E8DF05fd4dCf24eCcF7EFbe460c8E352Ce6","5857.736936073","2983","2874.736936073","0","4,534,000","4,629,999"
"0xC743Dc05F03D25E1aF8eC5F8228f4BD25513c8d0","5776.077804017001","0","0","5776.077804017001","4,534,000","4,629,999"
"0x8500E7991D2142271716495c30A5DA58Eeb26007","5573.0722752149995","2854.559094718","2718.513180497","0","4,534,000","4,629,999"
"0x771bcbDf96b07A731ca4475A3F27775714337420","5488.0434615350005","2290.922114343","3197.121347192","0","4,534,000","4,629,999"
"0x3C9554077128f0a1fC2F43ed8A092762B43954b3","4850.869571085","2425.657413764","2425.2121573209997","0","4,534,000","4,629,999"
"0x17e3597F156a309b0Fd31FBeC6760D8400B518B5","4652.348857096999","0","4652.348857096999","0","4,534,000","4,629,999"
"0x0D3CAE1ff719D6A2aC0Fcd7Cd22F599caC64B6EC","4238.364018305","2142.050092925","2096.31392538","0","4,534,000","4,629,999"
"0x60bB03D1010b99CEAdD0dd209b64bC8bd83da161","3560.64169411","0","0","3560.64169411","4,534,000","4,629,999"
"0x819D9fF8549eD1395B98BF23aB5f59E876419a5E","3549.64169411","3549.64169411","0","0","4,534,000","4,629,999"
"0x706cd6684213F71f29C8feab39A5f57ED3636600","3386.185725178","0","3386.185725178","0","4,534,000","4,629,999"
"0xd4eE6fB0279634C866bAE5F494B2081603F9498E","3072.462333882","3043.438544564","29.023789318","0","4,534,000","4,629,999"
